40660,,"Armitage","",41.918217,-87.652644,1,,1,0,0,16,0,0,14,0,0
40670,,"Western-O'Hare","",41.916157,-87.687364,1,,1,0,12,0,0,0,0,0,0
40680,,"Adams/Wabash","",41.879507,-87.626037,1,,0,0,0,24,19,17,22,0,0
40690,,"Dempster","",42.041655,-87.681602,1,,0,0,0,0,0,0,6,0,0
40700,,"Laramie","",41.887163,-87.754986,1,,1,0,0,0,6,0,0,0,0
40710,,"Chicago-Brown","",41.89681,-87.635924,1,,1,0,0,18,0,0,16,0,0
40720,,"East 63rd-Cottage Grove","",41.780309,-87.605857,1,,1,0,0,0,28,0,0,0,0
40730,,"Washington/Wells","",41.882695,-87.63378,1,,1,0,0,20,12,0,26,22,0
40740,,"Western-Cermak","",41.854225,-87.685129,1,,1,0,0,0,0,0,0,8,0
40750,,"Harlem-O'Hare","",41.98227,-87.8089,1,,1,0,4,0,0,0,0,0,0
40760,,"Granville","",41.9944830093,-87.6591866269,1,,1,5,0,0,0,0,0,0,0
40770,,"Lawrence","",41.9689762882,-87.6584869372,1,,0,10,0,0,0,0,0,0,0
40780,,"Central Park","",41.853839,-87.714842,1,,1,0,0,0,0,0,0,5,0
40790,,"Monroe-Blue","",41.880703,-87.629378,1,,0,0,19,0,0,0,0,0,0
40800,,"Sedgwick","",41.910409,-87.639302,1,,1,0,0,17,0,0,15,0,0
40810,,"Illinois Medical District","",41.875706,-87.673932,1,,1,0,25,0,0,0,0,0,0
40820,,"Rosemont","",41.983507,-87.859388,1,,1,0,2,0,0,0,0,0,0
40830,,"18th","",41.857908,-87.669147,1,,1,0,0,0,0,0,0,10,0
40840,,"South Boulevard","",42.027612,-87.678329,1,,0,0,0,0,0,0,8,0,0
40850,,"Harold Washington Library","",41.876862,-87.628196,1,,1,0,0,23,9,0,23,19,0
40870,,"Francisco","",41.966046,-87.701644,1,,1,0,0,3,0,0,0,0,0
40880,,"Thorndale","",41.9900990857,-87.6590684978,1,,0,6,0,0,0,0,0,0,0
40890,,"O'Hare","",41.97766526,-87.90422307,1,,1,0,1,0,0,0,0,0,0
40900,,"Howard","",42.019063,-87.672892,1,,1,1,0,0,0,0,9,0,3
40910,,"63rd","",41.780536,-87.630952,1,,0,29,0,0,0,0,0,0,0
40920,,"Pulaski-Forest Park","",41.873797,-87.725663,1,,0,0,28,0,0,0,0,0,0
40930,,"Midway","",41.78661,-87.737875,1,,1,0,0,0,0,1,0,0,0
40940,,"Halsted-Green","",41.778943,-87.644244,1,,1,0,0,0,29,0,0,0,0
40960,,"Pulaski-Orange","",41.799756,-87.724493,1,,1,0,0,0,0,2,0,0,0
40970,,"Cicero-Forest Park","",41.871574,-87.745154,1,,0,0,29,0,0,0,0,0,0
40980,,"Harlem-Forest Park","",41.87349,-87.806961,1,,0,0,30,0,0,0,0,0,0
40990,,"69th","",41.768367,-87.625724,1,,1,30,0,0,0,0,0,0,0
41000,,"Cermak-Chinatown","",41.853206,-87.630968,1,,0,25,0,0,0,0,0,0,0
41010,,"Rockwell","",41.966115,-87.6941,1,,1,0,0,4,0,0,0,0,0
41020,,"Logan Square","",41.9295342259,-87.7076881549,1,,1,0,10,0,0,0,0,0,0
41030,,"Polk","",41.871551,-87.66953,1,,1,0,0,0,0,0,0,11,0
41040,,"Kedzie-Cermak","",41.853964,-87.705408,1,,1,0,0,0,0,0,0,6,0
41050,,"Linden","",42.073153,-87.69073,1,,1,0,0,0,0,0,1,0,0
41060,,"Ashland-Orange","",41.839234,-87.665317,1,,1,0,0,0,0,6,0,0,0
41070,,"Kedzie-Green","",41.884321,-87.706155,1,,1,0,0,0,10,0,0,0,0
41080,,"47th-Green","",41.809209,-87.618826,1,,1,0,0,0,24,0,0,0,0
41090,,"Monroe-Red","",41.880745,-87.627696,1,,0,21,0,0,0,0,0,0,0
41120,,"35-Bronzeville-IIT","",41.831677,-87.625826,1,,1,0,0,0,21,0,0,0,0
41130,,"Halsted-Orange","",41.84678,-87.648088,1,,1,0,0,0,0,7,0,0,0
41140,,"King Drive","",41.78013,-87.615546,1,,1,0,0,0,27,0,0,0,0
41150,,"Kedzie-Orange","",41.804236,-87.704406,1,,1,0,0,0,0,3,0,0,0
41160,,"Clinton-Green","",41.885678,-87.641782,1,,1,0,0,0,14,0,0,14,0
41170,,"Garfield-Red","",41.79542,-87.631157,1,,0,28,0,0,0,0,0,0,0
41180,,"Kedzie-Brown","",41.965996,-87.708821,1,,1,0,0,2,0,0,0,0,0
41190,,"Jarvis","",42.0160204165,-87.6692571266,1,,0,2,0,0,0,0,0,0,0
41200,,"Argyle","",41.9733220506,-87.6585279483,1,,0,9,0,0,0,0,0,0,0
41210,,"Wellington","",41.936033,-87.653266,1,,0,0,0,13,0,0,11,0,0
41220,,"Fullerton","",41.9253003719,-87.6528684398,1,,1,15,0,15,0,0,13,0,0
41230,,"47th-Red","",41.810318,-87.63094,1,,1,27,0,0,0,0,0,0,0
41240,,"Addison-Blue","",41.9466037164,-87.7184584172,1,,0,0,8,0,0,0,0,0,0
41250,,"Central-Purple","",42.063987,-87.685617,1,,0,0,0,0,0,0,2,0,0
41260,,"Austin-Green","",41.887293,-87.774135,1,,0,0,0,0,4,0,0,0,0
41270,,"43rd","",41.816462,-87.619021,1,,1,0,0,0,23,0,0,0,0
41280,,"Jefferson Park Transit Center","",41.9702338623,-87.7615940115,1,,1,0,5,0,0,0,0,0,0
41290,,"Kimball","",41.967901,-87.713065,1,,1,0,0,1,0,0,0,0,0
41300,,"Loyola","",42.001073,-87.661061,1,,1,4,0,0,0,0,0,0,0
41310,,"Paulina","",41.943623,-87.670907,1,,1,0,0,10,0,0,0,0,0
41320,,"Belmont","",41.939751,-87.65338,1,,1,14,0,12,0,0,10,0,0
41330,,"Montrose-Blue","",41.9609010454,-87.7429034362,1,,0,0,6,0,0,0,0,0,0
41340,,"LaSalle","",41.875568,-87.631722,1,,0,0,21,0,0,0,0,0,0
41350,,"Oak Park-Green","",41.886988,-87.793783,1,,0,0,0,0,2,0,0,0,0
41360,,"California-Green","",41.88422,-87.696234,1,,1,0,0,0,11,0,0,0,0
41380,,"Bryn Mawr","",41.983504,-87.65884,1,,0,7,0,0,0,0,0,0,0
41400,,"Roosevelt","",41.8673785311,-87.6270314058,1,,1,24,0,0,20,8,0,1,0
41410,,"Chicago-Blue","",41.896075,-87.655214,1,,0,0,15,0,0,0,0,0,0
41420,,"Addison-Red","",41.947316173,-87.6536241013,1,,1,13,0,0,0,0,0,0,0
41430,,"87th","",41.735372,-87.624717,1,,0,32,0,0,0,0,0,0,0
41440,,"Addison-Brown","",41.947028,-87.674642,1,,1,0,0,9,0,0,0,0,0
41450,,"Chicago-Red","",41.896671,-87.628176,1,,1,18,0,0,0,0,0,0,0
41460,,"Irving Park-Brown","",41.954521,-87.674868,1,,1,0,0,8,0,0,0,0,0
41480,,"Western-Brown","",41.966163,-87.688502,1,,1,0,0,5,0,0,0,0,0
41490,,"Harrison","",41.874039,-87.627479,1,,0,23,0,0,0,0,0,0,0
41500,,"Montrose-Brown","",41.961756,-87.675047,1,,1,0,0,7,0,0,0,0,0
41510,,"Morgan-Lake","",41.88557676,-87.65212993,1,,1,0,0,0,13,0,0,13,0
41660,,"Lake","",41.884809,-87.627813,1,,1,20,0,0,0,0,0,0,0
41670,,"Conservatory","",41.884904,-87.716523,1,,1,0,0,0,9,0,0,0,0
41680,,"Oakton-Skokie","",42.02624348,-87.74722084,1,,1,0,0,0,0,0,0,0,2
